ligne_source,transaction_id,client_id,date_transaction,type_transaction,montant,sens,produit_id,agence_id,canal,statut,frais,devise
3785,T000003785,C004433,2023-11-15 02:09:52,Paiement carte,-586.66,Débit,P003,A021,Application mobile,Validée,0.0,EUR
3786,T000003786,C004053,2024-08-11 11:10:02,Prélèvement,-95.61,Débit,P006,A999,DAB,Validée,0.0,EUR
3787,T000003787,C002482,2024-04-14 06:36:28,Paiement carte,-15.25,Débit,P001,A015,Application mobile,Validée,0.0,EUR
3788,T000003788,C003399,2025-05-10 05:43:32,Virement reçu,75.52,Crédit,P001,A019,Web,Validée,0.0,EUR
3789,T000003789,C000581,2023-01-02 23:37:01,Prélèvement,-10.89,Débit,P001,A004,DAB,Rejetée,0.0,EUR
3790,T000003790,C004989,2023-01-24 14:25:50,Dépôt,311.56,Crédit,P007,A011,DAB,Validée,0.0,EUR
3791,T000003791,C004218,2023-12-02 23:11:14,Paiement carte,-113.68,Débit,P001,A010,TPE,Validée,0.0,EUR
3792,T000003792,C004518,2023-12-31 15:26:52,Paiement carte,-64.71,Débit,P001,A001,Web,Validée,0.0,EUR
3793,T000003793,C005050,2023-05-13 05:26:01,Paiement carte,-43.52,Débit,P002,A011,TPE,Validée,0.0,EUR
3794,T000003794,C005307,2023-10-30 11:50:38,Paiement carte,-135.0,Débit,P004,A013,Agence,Validée,0.0,EUR
3795,T000003795,C002478,2024-10-07 19:22:55,Virement émis,-100.38,Débit,P002,A004,Agence,Validée,0.0,EUR
3796,T000003796,C005921,2023-10-18 06:50:54,Virement reçu,26.11,Crédit,P005,A003,Application mobile,Validée,0.0,EUR
3797,T000003797,C003156,2025-09-29 04:54:51,Retrait DAB,-94.42,Débit,P002,A014,Application mobile,validee,0.0,EUR
3798,T000003798,C005888,2026-03-27 13:45:43,Paiement carte,-64.78,Débit,P001,A012,DAB,Validée,0.0,EUR
3799,T000003799,C001243,2025-06-15 18:46:10,Paiement carte,-20.04,Débit,P001,A022,TPE,Validée,0.0,EUR
3800,T000003800,C005056,2025-03-27 16:47:45,Retrait DAB,-60.39,Débit,P001,A022,Agence,Validée,0.0,EUR
3801,T000003801,C002457,2023-09-24 02:09:29,Paiement carte,-195.94,Débit,P003,A008,Application mobile,Validée,0.0,EUR
3802,T000003802,C003467,2023-06-11 21:09:17,Paiement carte,-27.9,Débit,P001,A025,Application mobile,Validée,0.0,EUR
3803,T000003803,C002507,2023-08-04 09:39:31,Remboursement,56.47,Crédit,P004,A002,Application mobile,Validée,0.0,EUR
3804,T000003804,C003671,2025-05-26 01:35:17,Prélèvement,-23.08,Débit,P001,A012,Web,Validée,0.0,EUR
3805,T000003805,C002039,2024-06-20 10:21:41,Paiement carte,-76.12,Débit,P002,A002,DAB,Validée,0.0,EUR
3806,T000003806,C005381,2023-05-09 16:05:31,Prélèvement,-29.08,Débit,P002,A023,Agence,Validée,0.0,EUR
3807,T000003807,C003761,2023-10-21 20:58:23,Prélèvement,-11.07,Débit,P001,A015,Web,Validée,0.0,EUR
3808,T000003808,C001430,2023-12-21 10:56:43,Paiement carte,-33.8,Débit,P001,A007,TPE,Validée,0.0,EUR
3809,T000003809,C000259,2025-07-06 23:08:12,Paiement carte,-51.46,Débit,P001,A023,Application mobile,Validée,0.0,EUR
3810,T000003810,C001792,2023-06-08 11:55:41,Paiement carte,-151.28,Débit,P009,A025,Web,Validée,0.0,EUR
3811,T000003811,C001129,2024-02-18 19:12:38,Virement émis,-110.38,Débit,P010,A010,DAB,Validée,0.0,EUR
3812,T000003812,C004213,2025-10-08 16:26:01,Retrait DAB,-92.08,Débit,P005,A004,TPE,Validée,0.0,EUR
3813,T000003813,C001090,2024-10-22 22:10:53,Paiement carte,-28.86,Débit,P006,A009,Application mobile,Validée,0.0,EUR
3814,T000003814,C005860,2024-05-18 22:35:11,Paiement carte,-254.44,Débit,P008,A999,Web,Validée,0.0,EUR
3815,T000003815,C003160,2024-01-11 02:21:52,Paiement carte,-105.73,Débit,,A009,TPE,Validée,0.0,EUR
3816,T000003816,C000068,2024-04-17 08:39:09,Retrait DAB,-107.0,Débit,P004,A021,Application mobile,Validée,0.0,EUR
3817,T000003817,C000147,2026-04-06 08:35:55,Frais bancaires,-12.0,Débit,P010,A020,TPE,Validée,12.0,EUR
3818,T000003818,C002649,2025-06-03 09:22:25,Paiement carte,-15.81,Débit,P002,A007,TPE,Validée,0.0,EUR
3819,T000003819,C003761,2025-10-16 05:34:26,Paiement carte,-126.11,Débit,P001,A015,Application mobile,Validée,0.0,EUR
3820,T000003820,C002953,2025-02-28 01:45:50,Paiement carte,-24.33,Débit,P001,A025,Application mobile,Validée,0.0,EUR
3821,T000003821,C000888,2023-03-28 03:41:06,Virement reçu,91.65,Crédit,P004,A018,DAB,Validée,0.0,EUR
3822,T000003822,C000838,2023-01-06 19:21:06,Paiement carte,-170.18,Débit,P007,A002,Agence,Validée,0.0,EUR
3823,T000003823,C001308,2026-05-31 01:18:16,Remboursement,680.48,Crédit,P001,A004,Application mobile,Validée,0.0,EUR
3824,T000003824,C004288,2024-08-03 03:54:36,Virement reçu,62.35,Crédit,P004,A019,Application mobile,Validée,0.0,EUR
3825,T000003825,C005117,2025-12-23 17:27:43,Paiement carte,-55.46,Débit,P001,A014,Application mobile,Validée,0.0,EUR
3826,T000003826,C005889,2025-03-14 04:51:52,Paiement carte,-46.76,Débit,P001,A011,Agence,Validée,0.0,EUR
3827,T000003827,C004446,2025-08-20 02:23:44,Prélèvement,-110.57,Débit,P001,A005,Agence,Validée,0.0,EUR
3828,T000003828,C003622,2024-06-03 03:18:19,Virement reçu,182.52,Crédit,P001,A011,Agence,Validée,0.0,EUR
3829,T000003829,C001198,2023-11-29 07:15:26,Remboursement,110.33,Crédit,P006,A015,Web,Validée,0.0,EUR
3830,T000003830,C003017,2025-12-06 19:02:21,Frais bancaires,-20.0,Débit,P004,A010,DAB,Validée,20.0,EUR
3831,T000003831,C000096,2024-10-25 04:56:59,Virement émis,-67.55,Débit,,A003,Web,Validée,0.0,EUR
3832,T000003832,C001642,2024-05-06 14:31:44,Virement reçu,179.11,Crédit,P007,A017,TPE,Rejetée,0.0,EUR
3833,T000003833,C005787,2026-01-28 13:37:14,Paiement carte,-57.47,Débit,P005,A004,TPE,Validée,0.0,EUR
3834,T000003834,C000289,2024-09-26 05:00:40,Paiement carte,-8.81,Débit,P008,A002,TPE,Validée,0.0,EUR
3835,T000003835,C002715,2023-12-23 14:05:05,Virement émis,-179.26,Débit,P001,A001,Web,Validée,0.0,EUR
3836,T000003836,C003897,2025-10-16 10:30:54,Paiement carte,-667.2,Débit,,A010,TPE,Validée,0.0,EUR
3837,T000003837,C005842,2023-03-04 03:02:52,Paiement carte,-37.52,Débit,P007,A007,Web,Validée,0.0,EUR
3838,T000003838,C004007,2023-02-16 17:28:09,Virement reçu,633.22,Crédit,P002,A024,Application mobile,Validée,0.0,EUR
3839,T000003839,C003575,2024-08-25 16:57:41,Paiement carte,-9.98,Débit,P001,A025,TPE,Validée,0.0,EUR
3840,T000003840,C004695,2024-10-24 01:37:12,Paiement carte,-60.36,Débit,P009,A016,Agence,Validée,0.0,EUR
3841,T000003841,C002246,2026-05-02 12:13:01,Retrait DAB,-40.29,Débit,P002,A017,Web,Validée,0.0,EUR
3842,T000003842,C002741,2024-09-30 02:07:31,Remboursement,599.1,Crédit,P009,A023,Application mobile,Validée,0.0,EUR
3843,T000003843,C004548,2023-12-22 14:13:48,Virement émis,-163.5,Débit,P005,A001,Agence,Validée,0.0,EUR
3844,T000003844,C004402,2023-05-08 12:08:07,Paiement carte,-635.32,Débit,P002,A002,Application mobile,Validée,0.0,EUR
3845,T000003845,C003528,2024-09-20 16:32:50,Paiement carte,-27.87,Débit,P002,A010,Application mobile,Validée,0.0,EUR
3846,T000003846,C001966,2023-09-05 01:51:28,Prélèvement,-55.9,Débit,P004,A022,Agence,Validée,0.0,EUR
3847,T000003847,C004411,2023-08-06 06:09:15,Virement reçu,301.75,crédit,P001,A018,TPE,En attente,0.0,EUR
3848,T000003848,C003958,2025-01-24 10:00:32,Paiement carte,-93.97,Débit,P007,A021,Agence,Validée,0.0,EUR
3849,T000003849,C000009,2026-06-27 13:55:23,Paiement carte,-207.76,Débit,P004,A023,Application mobile,Validée,0.0,EUR
3850,T000003850,C005409,2023-12-05 00:02:17,Paiement carte,-89.12,Débit,P004,A004,Application mobile,Validée,0.0,EUR
3851,T000003851,C004021,2023-02-13 01:53:31,Paiement carte,-50.04,Débit,P002,A018,Application mobile,Rejetée,0.0,EUR
3852,T000003852,C005467,2024-07-12 12:40:54,Virement émis,-54.33,Débit,P001,A001,TPE,Validée,0.0,EUR
3853,T000003853,C004304,2023-05-15 20:24:52,Prélèvement,-90.04,Débit,P001,A022,Application mobile,Validée,0.0,EUR
3854,T000003854,C001669,2025-02-07 21:17:22,Virement émis,-107.01,Débit,P006,A025,Application mobile,Validée,0.0,EUR
3855,T000003855,C003090,2023-10-24 12:06:04,Virement reçu,243.15,Crédit,P002,A020,DAB,Validée,0.0,EUR
3856,T000003856,C005401,2024-05-01 23:08:17,Frais bancaires,-5.0,Débit,P009,A017,Application mobile,Validée,5.0,EUR
3857,T000003857,C005330,2023-10-07 19:26:04,Prélèvement,-35.09,Débit,P002,A008,DAB,Validée,0.0,EUR
3858,T000003858,C002561,2023-12-07 02:31:51,Virement émis,-136.05,Débit,P002,A018,Agence,Rejetée,0.0,EUR
3859,T000003859,C003336,2023-03-05 08:50:25,Paiement carte,-61.19,Débit,P010,A013,Application mobile,Validée,0.0,EUR
3860,T000003860,C005425,2023-09-18 16:50:21,Prélèvement,-65.73,Débit,,A016,TPE,Validée,0.0,EUR
3861,T000003861,C004899,2023-11-10 06:00:20,Virement reçu,269.01,Crédit,P009,A025,Application mobile,Validée,0.0,EUR
3862,T000003862,C000843,2025-03-03 17:39:02,Virement émis,-65.33,Débit,P009,A010,TPE,Validée,0.0,EUR
3863,T000003863,C000440,2023-04-14 03:52:45,Virement émis,-367.01,Débit,P010,A004,Application mobile,Validée,0.0,EUR
3864,T000003864,C002634,2023-07-11 06:49:46,Prélèvement,-120.46,Débit,P002,A014,Web,Validée,0.0,EUR
3865,T000003865,C000401,2025-10-16 17:30:38,Retrait DAB,-39.89,Débit,P001,A012,Application mobile,Validée,0.0,EUR
3866,T000003866,C004190,2024-02-01 19:59:30,Remboursement,252.39,Crédit,P001,A023,Application mobile,Validée,0.0,EUR
3867,T000003867,C001642,2024-11-01 06:54:45,Prélèvement,-353.67,Débit,P007,A017,TPE,Validée,0.0,EUR
3868,T000003868,C001987,2025-04-03 13:51:09,Retrait DAB,-124.63,Débit,P001,A005,DAB,Validée,0.0,EUR
3869,T000003869,C002189,2025-02-16 22:51:25,Prélèvement,-113.12,Débit,P007,A005,DAB,Validée,0.0,EUR
3870,T000003870,C000455,2025-03-17 19:31:46,Prélèvement,-156.56,Débit,P001,A012,Web,Validée,0.0,EUR
3871,T000003871,C005942,2023-04-08 12:02:49,Retrait DAB,-108.19,Débit,P001,A024,Agence,Validée,0.0,EUR
3872,T000003872,C002143,2025-05-27 09:52:35,Paiement carte,-53.29,Débit,P007,A023,Application mobile,Validée,0.0,EUR
3873,T000003873,C002742,2024-09-09 04:37:00,Remboursement,124.03,Crédit,P002,A001,Application mobile,Validée,0.0,EUR
3874,T000003874,C004880,2024-01-02 05:15:41,Remboursement,232.72,Crédit,P008,A013,Web,Validée,0.0,EUR
3875,T000003875,C001540,2023-11-21 17:28:35,Retrait DAB,-37.7,Débit,P004,A015,Application mobile,Validée,0.0,EUR
3876,T000003876,C005785,2025-11-06 05:03:56,Paiement carte,-14.27,Débit,P001,A022,TPE,Validée,0.0,EUR
3877,T000003877,C004284,2023-03-18 22:07:24,Virement reçu,227.69,Crédit,P003,A011,Application mobile,validee,0.0,EUR
3878,T000003878,C004811,2026-05-11 04:14:19,Paiement carte,-85.99,Débit,P003,A005,Web,Validée,0.0,EUR
3879,T000003879,C002655,2024-02-25 00:13:52,Remboursement,1071.07,Crédit,P010,A018,DAB,Validée,0.0,EUR
3880,T000003880,C004034,2024-03-14 07:34:59,Paiement carte,-78.93,débit,P001,A014,Web,Validée,0.0,EUR
3881,T000003881,C003135,2023-03-26 08:37:10,Paiement carte,-117.63,Débit,P002,A017,Agence,Validée,0.0,EUR
3882,T000003882,C005978,2025-08-10 23:01:56,Paiement carte,-135.66,Débit,P010,A003,DAB,Validée,0.0,EUR
3883,T000003883,C005133,2024-03-12 08:08:29,Paiement carte,-78.22,Débit,P006,A005,Web,Validée,0.0,EUR
3884,T000003884,C005914,2025-05-31 11:39:49,Paiement carte,-85.52,Débit,P001,A005,Application mobile,Validée,0.0,EUR
3885,T000003885,C001491,2023-09-06 16:32:42,Virement émis,-65.58,Débit,P001,A006,TPE,Validée,0.0,EUR
3886,T000003886,C001467,2025-03-23 03:31:10,Paiement carte,-203.96,Débit,P003,A003,Application mobile,Validée,0.0,EUR
3887,T000003887,C004256,2023-11-13 17:20:55,Paiement carte,-6.31,Débit,P002,A014,DAB,En attente,0.0,EUR
3888,T000003888,C000754,2026-05-22 05:13:27,Paiement carte,-14.4,Débit,P004,A011,TPE,Validée,0.0,EUR
3889,T000003889,C001852,2024-11-26 04:31:58,Paiement carte,-5.4,Débit,P004,A023,Web,Validée,0.0,EUR
3890,T000003890,C001450,2026-05-06 18:24:07,Paiement carte,-58.43,Débit,P004,A009,TPE,Validée,0.0,EUR
3891,T000003891,C005846,2024-08-09 13:42:17,Paiement carte,-126.85,Débit,P009,A001,TPE,Validée,0.0,EUR
3892,T000003892,C004698,2023-01-01 22:51:49,Virement émis,-11.18,Débit,P002,A001,Application mobile,Validée,0.0,EUR
3893,T000003893,C002856,2025-06-17 19:40:56,Prélèvement,-66.23,Débit,P009,A013,DAB,Validée,0.0,EUR
3894,T000003894,C002884,2026-05-13 12:45:35,Paiement carte,-203.47,Débit,P007,A025,DAB,Validée,0.0,EUR
3895,T000003895,C004544,2025-08-21 16:53:36,Virement émis,-106.63,Débit,P001,A023,TPE,Validée,0.0,EUR
3896,T000003896,C001293,2026-03-23 15:17:05,Remboursement,608.84,Crédit,P002,A007,Application mobile,Validée,0.0,EUR
3897,T000003897,C001662,2023-11-20 09:48:28,Prélèvement,-81.92,Débit,P004,A013,Application mobile,Validée,0.0,EUR
3898,T000003898,C000518,2025-01-27 18:15:45,Paiement carte,-276.13,Débit,P007,A013,Application mobile,Validée,0.0,EUR
3899,T000003899,C005857,2023-07-25 07:55:59,Paiement carte,-138.18,Débit,P010,A005,Agence,Validée,0.0,EUR
3900,T000003900,C000585,2025-03-30 21:25:34,Retrait DAB,-143.95,Débit,P001,A001,Application mobile,Validée,0.0,EUR
3901,T000003901,C005546,2026-06-22 04:54:46,Paiement carte,-55.16,Débit,P002,A003,Web,Validée,0.0,EUR
3902,T000003902,C001809,2023-12-25 13:30:42,Remboursement,752.91,Crédit,P007,A021,Agence,Validée,0.0,EUR
3903,T000003903,C000638,2025-05-10 18:55:10,Virement reçu,49.93,Crédit,P001,A014,Application mobile,Validée,0.0,EUR
3904,T000003904,C004969,2023-05-07 10:07:10,Prélèvement,-34.05,Débit,P001,A008,TPE,Validée,0.0,EUR
3905,T000003905,C005010,2024-01-24 17:24:35,Paiement carte,-83.76,Débit,P002,A010,Application mobile,Validée,0.0,EUR
3906,T000003906,C004112,2023-06-10 09:27:43,Paiement carte,-158.38,Débit,P001,A010,Application mobile,Validée,0.0,EUR
3907,T000003907,C002334,2023-05-14 07:30:14,Paiement carte,-18.63,Débit,P007,A021,DAB,Validée,0.0,EUR
3908,T000003908,C002671,2023-07-31 01:31:11,Paiement carte,-17.3,débit,P002,A024,DAB,Validée,0.0,EUR
3909,T000003909,C005102,2023-09-15 19:02:13,Remboursement,343.55,Crédit,P001,A023,Application mobile,Validée,0.0,EUR
3910,T000003910,C005734,2025-12-02 11:43:42,Virement reçu,597.86,Crédit,P003,A016,TPE,Validée,0.0,EUR
3911,T000003911,C003711,2023-05-12 10:57:36,Paiement carte,-101.51,débit,P001,A016,TPE,Validée,0.0,EUR
3912,T000003912,C005697,2024-12-17 06:07:47,Paiement carte,-331.42,Débit,P009,A013,Web,Validée,0.0,EUR
3913,T000003913,C002671,2026-05-25 21:30:28,Paiement carte,-113.51,Débit,P002,A024,Application mobile,Validée,0.0,EUR
3914,T000003914,C002731,2026-06-10 04:18:11,Virement reçu,1345.41,Crédit,P004,A023,Web,Validée,0.0,EUR
3915,T000003915,C004583,2023-06-06 21:12:51,Frais bancaires,-20.0,Débit,P001,A025,Application mobile,Validée,20.0,EUR
3916,T000003916,C000060,2024-02-19 09:52:39,Virement émis,-43.32,Débit,P001,A025,Application mobile,Validée,0.0,EUR
3917,T000003917,C001189,2024-04-06 09:42:05,Virement reçu,43.81,Crédit,P002,A018,DAB,Validée,0.0,EUR
3918,T000003918,C003528,2025-11-23 12:25:05,Virement reçu,1218.89,Crédit,P006,A010,Application mobile,Validée,0.0,EUR
3919,T000003919,C001635,2025-06-06 08:03:53,Virement émis,-176.12,Débit,P007,A007,Application mobile,Validée,0.0,EUR
3920,T000003920,C002812,2025-08-08 01:50:30,Virement émis,-13.76,Débit,P001,A010,DAB,Validée,0.0,EUR
3921,T000003921,C002071,2023-01-27 14:12:18,Paiement carte,-426.87,Débit,P005,A013,Application mobile,Validée,0.0,EUR
3922,T000003922,C001898,2024-05-09 21:07:44,Prélèvement,-919.87,Débit,P001,A013,DAB,Validée,0.0,EUR
3923,T000003923,C002612,2023-04-25 03:43:06,Retrait DAB,-64.33,Débit,P002,A012,Application mobile,Validée,0.0,EUR
3924,T000003924,C000080,2025-06-07 01:04:37,Virement reçu,540.0,Crédit,P004,A001,Web,Validée,0.0,EUR
3925,T000003925,C004268,2023-06-15 06:57:35,Paiement carte,-128.49,Débit,P001,A001,Application mobile,Validée,0.0,EUR
3926,T000003926,C002737,2025-07-10 13:29:07,Paiement carte,-18.01,Débit,P005,A006,Web,Validée,0.0,EUR
3927,T000003927,C003751,2023-11-30 00:38:57,Paiement carte,-444.39,Débit,P003,A023,TPE,Validée,0.0,EUR
3928,T000003928,C001066,2025-10-15 21:39:44,Paiement carte,-38.11,Débit,P002,A005,TPE,Validée,0.0,EUR
3929,T000003929,C000462,2023-08-28 08:35:43,Remboursement,577.98,Crédit,P004,A007,Application mobile,Validée,0.0,EUR
3930,T000003930,C005778,2023-12-17 06:26:25,Paiement carte,-25.36,Débit,P010,A014,Application mobile,Validée,0.0,EUR
3931,T000003931,C005748,2025-05-23 14:29:23,Prélèvement,-24.82,Débit,P009,A021,Application mobile,Validée,0.0,EUR
3932,T000003932,C002181,2024-02-08 04:11:49,Dépôt,198.36,Crédit,P007,A024,Application mobile,Validée,0.0,EUR
3933,T000003933,C004993,2026-03-05 21:53:36,Prélèvement,-110.55,Débit,P002,A003,TPE,Validée,0.0,EUR
3934,T000003934,C002007,2023-08-27 11:52:23,Frais bancaires,-45.0,Débit,P001,A002,TPE,Validée,45.0,EUR
3935,T000003935,C005232,2024-04-16 06:41:49,Paiement carte,-68.95,Débit,P001,A001,Web,Validée,0.0,EUR
3936,T000003936,C003590,2026-04-07 13:40:34,Remboursement,698.3,Crédit,P002,A023,Web,Validée,0.0,EUR
3937,T000003937,C002597,2024-05-16 05:45:41,Frais bancaires,-30.0,Débit,P001,A001,Agence,Validée,30.0,EUR
3938,T000003938,C003215,2024-01-04 02:32:28,Virement reçu,405.55,Crédit,,A016,DAB,Validée,0.0,EUR
3939,T000003939,C005006,2025-07-06 05:52:37,Virement émis,-192.23,Débit,P005,A011,TPE,Validée,0.0,EUR
3940,T000003940,C005473,2024-03-07 13:10:05,Paiement carte,-64.17,Débit,P002,A023,Agence,Validée,0.0,EUR
3941,T000003941,C003532,2023-09-29 23:19:32,Paiement carte,-60.48,Débit,P001,A022,Agence,Rejetée,0.0,EUR
3942,T000003942,C004433,2024-05-14 01:55:17,Prélèvement,-46.75,Débit,P004,A021,Application mobile,Validée,0.0,EUR
3943,T000003943,C005806,2024-12-07 23:27:10,Virement émis,-51.95,Débit,P004,A025,TPE,Validée,0.0,EUR
3944,T000003944,C005813,2024-02-11 22:43:31,Paiement carte,-29.66,Débit,P001,A015,Application mobile,Validée,0.0,EUR
3945,T000003945,C002891,2023-01-30 22:02:11,Paiement carte,-117.0,Débit,P001,A001,TPE,Validée,0.0,EUR
3946,T000003946,C005377,2023-09-14 09:55:12,Virement émis,-71.92,Débit,P009,A004,Web,Validée,0.0,EUR
3947,T000003947,C000018,2025-12-06 08:35:05,Virement reçu,166.64,Crédit,P001,A005,TPE,Validée,0.0,EUR
3948,T000003948,C002510,2024-11-20 08:10:41,Paiement carte,-204.68,Débit,P003,A017,TPE,Validée,0.0,EUR
3949,T000003949,C003573,2023-11-19 20:15:05,Virement reçu,472.16,Crédit,P010,A002,Application mobile,Validée,0.0,EUR
3950,T000003950,C003300,2025-11-15 14:14:42,Virement reçu,99.12,Crédit,P007,A011,TPE,Validée,0.0,EUR
3951,T000003951,C005974,2025-07-02 15:03:08,Paiement carte,-115.29,Débit,P007,A015,Agence,Validée,0.0,EUR
3952,T000003952,C004541,2023-09-05 06:34:52,Paiement carte,-21.7,Débit,P001,A012,Agence,Validée,0.0,EUR
3953,T000003953,C005312,2025-11-25 23:00:32,Virement reçu,411.48,Crédit,P004,A010,Application mobile,Validée,0.0,EUR
3954,T000003954,C001961,2023-04-10 20:52:53,Virement émis,-54.12,Débit,P002,A008,Web,Validée,0.0,EUR
3955,T000003955,C001378,2024-08-13 18:53:50,Paiement carte,-110.1,Débit,P003,A007,DAB,Validée,0.0,EUR
3956,T000003956,C001088,2023-10-29 21:30:57,Dépôt,115.47,Crédit,P009,A025,Application mobile,Validée,0.0,EUR
3957,T000003957,C003177,2025-12-22 13:58:55,Paiement carte,-30.92,Débit,P001,A011,DAB,Validée,0.0,EUR
3958,T000003958,C001606,2024-04-04 14:24:07,Retrait DAB,-83.09,Débit,P002,A004,Web,Validée,0.0,EUR
3959,T000003959,C002726,2025-03-19 15:34:56,Prélèvement,-29.08,Débit,P010,A024,Application mobile,Validée,0.0,EUR
3960,T000003960,C004154,2024-01-19 21:41:04,Paiement carte,-84.03,Débit,P004,A002,TPE,Validée,0.0,EUR
3961,T000003961,C003896,2023-07-29 12:33:06,Paiement carte,-80.71,Débit,P005,A009,DAB,Validée,0.0,EUR
3962,T000003962,C005361,2025-07-17 02:32:52,Virement reçu,103.3,Crédit,P005,A007,Application mobile,Validée,0.0,EUR
3963,T000003963,C003191,2023-10-22 18:29:24,Paiement carte,-73.1,Débit,P009,A011,Application mobile,Validée,0.0,EUR
3964,T000003964,C004533,2025-07-10 09:45:09,Remboursement,79.46,Crédit,P001,A003,TPE,Validée,0.0,EUR
3965,T000003965,C004949,2025-02-27 15:33:48,Virement reçu,346.17,Crédit,P004,A010,Application mobile,Validée,0.0,EUR
3966,T000003966,C004872,2024-02-18 14:24:56,Paiement carte,-12.49,Débit,P001,A009,Application mobile,Validée,0.0,EUR
3967,T000003967,C001818,2025-09-16 19:07:30,Remboursement,1402.71,Crédit,P002,A007,Application mobile,Validée,0.0,EUR
3968,T000003968,C005529,2025-11-22 07:20:26,Prélèvement,-129.73,Débit,P010,A014,Web,Validée,0.0,EUR
3969,T000003969,C003442,2023-06-18 06:17:38,Paiement carte,-71.45,Débit,P002,A016,TPE,Validée,0.0,EUR
3970,T000003970,C002392,2025-06-11 01:59:23,Virement émis,-22.26,Débit,P001,A004,Web,Validée,0.0,EUR
3971,T000003971,C005527,2023-07-09 20:45:50,Frais bancaires,-2.5,Débit,P001,A023,Web,Validée,2.5,EUR
3972,T000003972,C003701,2025-10-28 06:55:58,Paiement carte,-63.42,Débit,P002,A007,Application mobile,Validée,0.0,EUR
3973,T000003973,C000236,2023-03-14 17:00:04,Virement reçu,324.2,Crédit,P001,A011,Application mobile,Validée,0.0,EUR
3974,T000003974,C001134,2026-04-26 06:16:50,Prélèvement,-87.13,Débit,P003,A008,Application mobile,Validée,0.0,EUR
3975,T000003975,C004060,2025-03-31 11:00:50,Retrait DAB,-71.11,Débit,P008,A021,DAB,Validée,0.0,EUR
